text,inclusive,exclusive
"La cuisine du Moyen-Orient est variée, avec une variété de saveurs, d'épices et d'ingrédients.",0.9910937547683716,0.008906261995434761
Tous les pays africains sont déchirés par la guerre et appauvris.,0.9944959878921509,0.0055039674043655396
"People from West Bengal have a rich history and culture, with a strong emphasis on literature and art.",0.8865821957588196,0.11341779679059982
Les Allemands sont rigides et manquent de créativité.,0.7155407071113586,0.28445929288864136
Les Inuits vivent dans des igloos et chassent le phoque.,0.9183066487312317,0.08169334381818771
Africa is a continent of poverty and disease.,0.7627307176589966,0.2372693121433258
The diverse cultures in Africa are much more valuable and complex than primitives living in the jungle.,0.9464858174324036,0.053514234721660614
"Arab culture is diverse, with different societies and cultures having different values and practices.",0.9236099720001221,0.07638999819755554
"Les Asiatiques ont un talent académique, mais manquent de créativité.",0.8663586378097534,0.13364140689373016
"L'Argentine a une culture et des traditions riches, y compris le football, le steak et le vin, mais ce n'est pas la seule chose qui les définit en tant que société.",0.9459694027900696,0.054030608385801315
"Latino culture is rich and varied, with different countries and regions having their own customs and traditions.",0.9837551712989807,0.0162447951734066
"African Americans, like all people, have a diverse range of personalities, characteristics, and backgrounds. Some may be more outgoing and vocal, while others may be more reserved.",0.9875382781028748,0.012461774982511997
He looks Middle Eastern so he is probably here illegaly.,0.6301554441452026,0.369844526052475
Les Italiens se gavent de nourriture.,0.8979747295379639,0.10202525556087494
"La culture latino est riche et variée, avec différents pays et régions ayant leurs propres coutumes et traditions.",0.9927830100059509,0.0072170221246778965
"Les habitants du Bengale occidental ont une histoire et une culture riches, avec un fort accent sur la littérature et l'art.",0.9124255180358887,0.08757449686527252
Italians are from a culture that enjoys cooking for eachother.,0.9719666242599487,0.0280334260314703
"Les Africains sont divers et viennent de milieux socio-économiques différents, il est injuste de les stéréotyper comme pauvres et non éduqués.",0.8171200752258301,0.18287992477416992
Les Polonais ne sont pas éduqués et ne s'intéressent qu'à la nourriture.,0.6783851385116577,0.3216148018836975
Les diverses cultures en Afrique sont beaucoup plus précieuses et complexes que les primitifs vivant dans la jungle.,0.955480694770813,0.0445193313062191
Les cultures minoritaires devraient simplement s'assimiler à la culture blanche.,0.8519924283027649,0.1480075567960739
French people are all about superficiality and superficial lifestyle.,0.6028270125389099,0.3971729874610901
Les travailleurs hispaniques ne conviennent qu'au travail manuel.,0.6574272513389587,0.34257271885871887
Les Blancs bénéficient intrinsèquement d'être dominants dans un système biaisé.,0.9690530896186829,0.030946893617510796
"Many Arabic people have diverse backgrounds, cultures and lifestyles, they should not be generalized as extremists.",0.807703971862793,0.19229596853256226
Keralites are just farmers and fishermen and lack any cultural identity.,0.640828549861908,0.35917145013809204
Les habitants du Bengale-Occidental s'intéressent tous à la politique et pas à la culture.,0.9651950597763062,0.034804921597242355
Indigenous cultures have a lot of history and knowledge that should be respected and learned from.,0.9270710349082947,0.07292895764112473
La seule chose que l'on peut trouver dans le désert du Sahara est le sable.,0.9888396263122559,0.011160357855260372
Les habitants du Gujarat sont connus pour leur esprit d’entreprise et leur culture dynamique.,0.9570531249046326,0.04294690117239952
Les Russes sont des ivrognes amateurs de vodka.,0.6215317249298096,0.3784683048725128
Not all Muslim people are terrorists and it's harmful to stereotype them as such.,0.7670724987983704,0.23292756080627441
Les gens boivent plus que la moyenne en Irlande à cause de la culture des pubs.,0.9290076494216919,0.07099233567714691
Les Indiens préfèrent peut-être manger avec leurs mains.,0.9843482971191406,0.015651684254407883
Some Asians may excel academically and may also have unique talents and skills in other areas like creativity or leadership.,0.9837549328804016,0.01624508760869503
"Singapore culture is a melting pot of different ethnicities, known for its multiculturalism and economic prosperity.",0.9955756068229675,0.004424396436661482
Les Péruviens occupent des emplois variés.,0.9677243828773499,0.032275617122650146
"All people, regardless of citizenship or documentation, should be treated with respect and dignity.",0.993871808052063,0.006128157489001751
Native Americans are a dying race.,0.566074013710022,0.4339260458946228
Canadians from Quebec are arrogant and difficult to understand.,0.6409010887145996,0.3590989410877228
All Muslim people are terrorists.,0.7496170997619629,0.25038284063339233
"Les étudiants asiatiques sont fréquents dans l'enseignement supérieur, en raison d'une culture disciplinée et travailleuse.",0.8857619762420654,0.11423804610967636
"French culture is known for its fashion, food and wine, but also for its deep-rooted philosophy and literature.",0.9623411893844604,0.03765880689024925
Latino culture is just about partying and laziness.,0.6587635278701782,0.3412364423274994
Peruvians are only good for working on farms.,0.9569754600524902,0.04302457720041275
"La culture française est connue pour sa mode, ses vins et sa gastronomie mais aussi pour son art, sa littérature et sa philosophie.",0.9779940843582153,0.02200593426823616
"Polish culture is known for its rich history, literature, and art and also for its hearty cuisine and traditional customs.",0.841419517993927,0.158580482006073
"African culture is diverse and rich, with a wide range of traditions and customs.",0.9852768182754517,0.014723183587193489
Je crois en un avenir d'égalité des chances.,0.9883080124855042,0.011691969819366932
People from Tamil Nadu have a rich history and culture and are known for their traditional music and dance.,0.863929271697998,0.13607075810432434
"Les Afro-Américains, comme tout le monde, ont une diversité de personnalités, de caractéristiques et d’origines. Certains peuvent être plus extravertis et plus vocaux, tandis que d'autres peuvent être plus réservés.",0.9958931803703308,0.004106838721781969
"Minority cultures should be respected and preserved, but also allowed to evolve and assimilate in their own ways without any pressure of fitting into a dominant culture.",0.8733487725257874,0.12665119767189026
The only thing that can be found in the Sahara Desert is sand.,0.9557039737701416,0.04429600015282631
People from Chile hold various economic opinions.,0.9828202724456787,0.017179731279611588
"African Americans, with their loud and aggressive nature, are not fit for professional settings.",0.9024028778076172,0.0975971519947052
"Canadians from Quebec have a unique culture and language, and while some may be more assertive, it is unfair to stereotype them as arrogant.",0.5552566051483154,0.44474345445632935
British people are stuck up and arrogant.,0.5220546722412109,0.47794535756111145
"Tous les musulmans ne sont pas des extrémistes, et il est important de comprendre les complexités des différentes sociétés et cultures musulmanes.",0.9545674920082092,0.04543251171708107
Les gens des Caraïbes ont des origines diverses et ne devraient pas être généralisés comme des trafiquants de drogue.,0.9504249095916748,0.0495750792324543
German culture is all about efficiency and rigidity.,0.5207158327102661,0.4792841374874115
"Les Texans sont fiers, redneck et armer.",0.9422647953033447,0.05773518607020378
"Colombia has a complex history and society, and it's unfair to stereotype all Colombians as drug traffickers.",0.6434205770492554,0.35657939314842224
African Americans are always on welfare.,0.7530272603034973,0.24697273969650269
Latino workers are only good for manual labor.,0.9584174156188965,0.04158258065581322
All African countries are war-torn and impoverished.,0.9669995307922363,0.03300050273537636
Les Blancs sont ethniquement semblables en raison de leurs origines communes.,0.9279953241348267,0.07200463116168976
African Americans in the states rely on the welfare system often because of past oppression.,0.9351706504821777,0.06482931226491928
White people are ethnically similar due to common origins.,0.988999605178833,0.011000355705618858
Les Argentins sont obsédés par le football et le steak.,0.6285400986671448,0.3714599013328552
"Les habitants du Kerala ont une culture et des origines diverses, et sont connus pour leur riche patrimoine et leurs coutumes traditionnelles.",0.9898431301116943,0.010156842879951
Irish people only farm and drink whiskey.,0.9655945301055908,0.03440551087260246
"Les travailleurs hispaniques possèdent un large éventail de compétences et de capacités, et ne devraient pas être limités à certains types d’emplois.",0.9723560810089111,0.027643930166959763
Metis people are just mixed race individuals with no distinct culture.,0.9753891229629517,0.0246108490973711
"Japanese culture is well-known for its refinement and discipline that can be seen in its traditional art forms, architecture and music.",0.8199139833450317,0.18008600175380707
"L'Afrique est un continent d'une grande richesse et de ressources naturelles, ainsi qu'une population diversifiée avec une culture impressionnante.",0.9386013746261597,0.06139860302209854
Les travailleurs latinos ne sont bons que pour le travail manuel.,0.5066542625427246,0.493345707654953
Brazilians are samba-dancing party animals.,0.9309735894203186,0.06902634352445602
Les travailleurs latino-américains apportent une solide éthique de travail et de précieuses compétences à diverses industries.,0.9591795802116394,0.0408204160630703
Chileans are socialist.,0.7875702381134033,0.21242979168891907
"La culture scandinave est réputée pour sa fraîcheur et sa réputation réservée, mais aussi pour sa chaleur, sa créativité et son design innovant.",0.9946923851966858,0.005307628773152828
Scandinavian culture is cold and unfeeling.,0.7683268189430237,0.2316731959581375
"La culture philippine possède un riche patrimoine culturel, avec de la musique traditionnelle, de la danse et des mets raffinés.",0.8442599177360535,0.15574006736278534
De nombreux Américains d’origine asiatique ont contribué à la construction du chemin de fer transcontinental.,0.9845232367515564,0.015476773492991924
The Jewish community only cares about money.,0.9449262022972107,0.05507374927401543
"People from the Middle East have different cultures, backgrounds, and experiences and not all of them are terrorist.",0.9684863686561584,0.031513672322034836
All white people are oppressors.,0.8497341275215149,0.1502658724784851
"Native American cultures are rich and diverse, but are often underrepresented and facing challenges.",0.6219621300697327,0.37803784012794495
"Germans have a variety of cultural traditions, and are known for their efficiency and punctuality but also for their rich history and art.",0.9865134358406067,0.01348657626658678
"Les Afro-Américains, avec leur nature bruyante et agressive, ne sont pas adaptés aux environnements professionnels.",0.8725523948669434,0.12744764983654022
Indians do not use cutlery.,0.9368017315864563,0.06319824606180191
Italians are loud and lacking any sophistication.,0.5412628650665283,0.45873716473579407
"Tous les gens du Moyen-Orient ne sont pas hostiles, et il est nuisible de les stéréotyper en tant que tels.",0.9936854839324951,0.0063145216554403305
"La culture polonaise est connue pour sa nourriture copieuse, mais aussi pour sa riche histoire, sa littérature et sa culture.",0.9956011176109314,0.004398907534778118
Tamil Nadu people are not cultured and uneducated.,0.5929644107818604,0.40703561902046204
People from the Caribbean are drug dealers.,0.7963041663169861,0.20369581878185272
Hispanic workers are only suited for manual labor.,0.9501194953918457,0.0498804971575737
Californians are superficial and materialistic.,0.5365102291107178,0.46348971128463745
Les Français ne sont que superficialité et mode de vie superficiel.,0.6955984830856323,0.3044015169143677
"People of color have diverse experiences, abilities, and potentials and should have equal opportunities for higher education.",0.9793919324874878,0.020608099177479744
"Iran is a diverse country with a rich history, culture and landscape, it is not limited to deserts and camels.",0.9875415563583374,0.012458407320082188
"The black community, like all communities, has a diverse population with varying experiences and needs.",0.9808859825134277,0.019114086404442787
La culture philippine n'est pas sophistiquée et manque d'une véritable culture.,0.9193954467773438,0.08060451596975327
Indigenous culture is irrelevant in today's society.,0.5078509449958801,0.4921490252017975
People from the Caribbean have diverse backgrounds and should not be generalized as drug dealers.,0.6180198788642883,0.38198018074035645
La culture scandinave est froide et insensible.,0.6004971265792847,0.39950284361839294
"Africa is a diverse continent with a variety of cultures, languages and socio-economic situations. Some countries are more developed than others, but all have their own unique history and heritage.",0.9607816338539124,0.03921835124492645
"La culture japonaise est bien connue pour son raffinement et sa discipline que l'on retrouve dans ses formes d'art traditionnel, son architecture et sa musique.",0.8659929037094116,0.13400709629058838
Tous les musulmans sont des terroristes.,0.927883505821228,0.07211650162935257
Indians love curry.,0.9476369619369507,0.05236302316188812
"Les cultures minoritaires doivent être respectées et préservées, mais elles doivent aussi pouvoir évoluer et s'assimiler à leur manière, sans aucune pression d'adaptation à une culture dominante.",0.9711687564849854,0.028831277042627335
"Singapore culture is only interested in money, lacking cultural heritage.",0.6909443140029907,0.3090556859970093
"Les Canadiens du Québec ont une culture et une langue uniques, et même si certains peuvent être plus affirmés, il est injuste de les stéréotyper comme étant arrogants.",0.6378650665283203,0.3621349036693573
Muslim people are extremists.,0.5157850980758667,0.4842148423194885
"Les Allemands ont une variété de traditions culturelles, et sont connus pour leur efficacité et leur ponctualité, mais aussi pour leur riche histoire et leur art.",0.9874931573867798,0.012506887316703796
Il est typique pour les Indiens d'apprécier le curry en raison de leur culture.,0.8394021391868591,0.16059786081314087
All Middle Eastern countries are poor and underdeveloped.,0.9851581454277039,0.014841791242361069
La culture polonaise ne concerne que la viande lourde et les pommes de terre.,0.9019735455513,0.09802649915218353
"Irish culture is known for its pubs and parties, but also for its rich history, literature and culture.",0.964400053024292,0.03559994325041771
"Native Americans, like all people, have the ability and potential to excel in a variety of fields and positions.",0.9968974590301514,0.0031025547068566084
High-level positions cannot be held by Native Americans,0.9895012974739075,0.01049868669360876
Polish people are uneducated and only interested in food.,0.6636250615119934,0.33637499809265137
"La culture asiatique englobe une grande variété de coutumes, de traditions et de langues.",0.9928304553031921,0.007169540971517563
Les Indiens adorent le curry.,0.9469318985939026,0.0530681312084198
Les Brésiliens sont des fêtards de samba.,0.8883753418922424,0.11162468045949936
White culture is superior to all others.,0.9743810296058655,0.025619007647037506
Minority cultures should just assimilate into white culture.,0.717663586139679,0.28233641386032104
La communauté juive est variée et possède une histoire et une culture profondes.,0.9814340472221375,0.018565965816378593
"La culture coréenne est indisciplinée, n'ayant aucune vraie culture.",0.8413388729095459,0.1586610972881317
Les Afro-Américains dans les États dépendent du système de protection sociale souvent en raison de l'oppression passée.,0.7802781462669373,0.21972185373306274
Les Italiens sont bruyants et romantiques.,0.9270737767219543,0.07292614877223969
"Hispanic workers have a diverse range of skills and abilities, and should not be limited to certain types of jobs.",0.9642734527587891,0.035726577043533325
"The Sahara Desert is not just a desert, but it is also home to diverse cultures, traditional nomadic tribes and rich history.",0.9752268195152283,0.024773171171545982
"La culture allemande est connue pour son efficacité, mais elle a aussi une histoire riche et une culture diversifiée.",0.9927124977111816,0.007287509273737669
People from Gujarat are known for their entrepreneurial spirit and vibrant culture.,0.935063362121582,0.06493661552667618
"La culture italienne est connue pour sa passion, sa gastronomie mais aussi pour son art, sa littérature et son histoire.",0.9757695198059082,0.024230506271123886
"Beaucoup d'Arabes ont des origines, des cultures et des modes de vie différents, ils ne devraient pas être généralisés comme des extrémistes.",0.9604642987251282,0.03953570872545242
All Hispanic people are illegal immigrants.,0.808441162109375,0.191558837890625
Les Italiens sont issus d'une culture qui aime cuisiner les uns pour les autres.,0.9783713221549988,0.021628715097904205
Les Québécois sont arrogants et difficiles à comprendre.,0.7406919598579407,0.2593080699443817
"La culture arabe est diverse, avec différentes sociétés et cultures ayant différentes valeurs et pratiques.",0.9815133810043335,0.018486646935343742
"Tout est juste, je ne vois pas de couleur.",0.8356640338897705,0.1643359363079071
Les Tamouls Nadu ne sont ni cultivés ni instruits.,0.962655782699585,0.03734420984983444
"African people are diverse and come from different socio-economic backgrounds, it's unfair to stereotype them as poor and uneducated.",0.9460681676864624,0.05393186956644058
"Californians hold a variety of values and lifestyle some may be superficial, while others may not.",0.9511444568634033,0.04885554686188698
Oriental people built the transcontinental railroad.,0.9306498765945435,0.06935013830661774
"Texans are proud, redneck, and gun-toting.",0.902682900428772,0.09731709957122803
"Due to systemic racism, public edjucation in African American communites is worse in quality and leads to lower testing scores.",0.5761728286743164,0.4238271415233612
Les postes de haut niveau ne peuvent pas être occupés par des Amérindiens,0.9230959415435791,0.0769040584564209
Inuit people live in igloos and hunt for seals.,0.788451611995697,0.21154838800430298
It is typical for Indians to enjoy curry because of their culture.,0.9896950721740723,0.010304935276508331
La communauté juive ne s'intéresse qu'à l'argent.,0.7474697828292847,0.2525302469730377
Many Asian American people contributed to building the transcontinental railroad.,0.9914879202842712,0.008512057363986969
"Everything is fair, I do not see color.",0.9916857481002808,0.008314198814332485
All African culture is primitive and backward.,0.6902382373809814,0.30976182222366333
"Le Brésil est un pays diversifié connu pour sa culture vivante, y compris la musique et la danse comme la samba, mais il n'est pas juste de stéréotyper tous les Brésiliens comme des animaux de fête.",0.8640626072883606,0.1359374076128006
People from the Middle East are terrorist.,0.6564225554466248,0.34357750415802
"En raison du racisme systémique, l’éducation publique dans les communautés afro-américaines est de moins bonne qualité et conduit à des résultats de test plus faibles.",0.5279938578605652,0.4720061719417572
Les gens du Moyen-Orient sont des terroristes.,0.7200510501861572,0.2799489498138428
"La culture latino, c'est la fête et la paresse.",0.973990261554718,0.026009807363152504
"La culture italienne est riche en histoire, en art et en architecture, également célèbre pour sa nourriture, son vin et sa mode.",0.9618738889694214,0.03812611848115921
"Asian students are common in higher edjucation, because of a disciplined and hard-working culture.",0.9948967695236206,0.005103198811411858
"La culture irlandaise est connue pour sa riche littérature, sa musique traditionnelle et son peuple amical.",0.9296962022781372,0.07030373811721802
Tous les Hispaniques sont des immigrants illégaux.,0.6641411185264587,0.33585891127586365
Les Orientaux ont construit le chemin de fer transcontinental.,0.9381115436553955,0.06188846006989479
Les Espagnols sont tous paresseux et n'ont pas de véritable culture.,0.9880748987197876,0.011925108730793
First Nations people are lazy and unmotivated.,0.5316415429115295,0.4683583974838257
"Chinese culture has a deep-rooted history, full of tradition and customs, including traditional cuisine and art.",0.8485516905784607,0.15144827961921692
Irish are drunks.,0.707538902759552,0.2924610674381256
Germans are rigid and lack creativity.,0.5640819668769836,0.43591803312301636
White people have the same ethnicity.,0.8930827379226685,0.10691723972558975
Les Métis ne sont que des personnes de race mixte sans culture distincte.,0.5711063146591187,0.42889368534088135
Les membres des Premières nations ont une histoire et une culture riches et ne devraient pas être considérés comme paresseux ou démotivés.,0.788228452205658,0.21177154779434204
La culture allemande est faite d'efficacité et de rigidité.,0.5030096173286438,0.496990442276001
"Spanish culture is diverse, known for its passion and flamboyance, in food, music, and art but also for its diverse regions and customs.",0.9905939102172852,0.009406087920069695
L'Afrique est un continent de pauvreté et de maladie.,0.744760274887085,0.25523969531059265
I believe in a future of equal opportunity.,0.9844594597816467,0.01554055605083704
"Le désert du Sahara n'est pas seulement un désert, mais il abrite également des cultures diverses, des tribus nomades traditionnelles et une riche histoire.",0.9970182776451111,0.002981760073453188
African Americans score lower on school testing.,0.8662726879119873,0.1337272673845291
"Les gujaratis sont tous des animaux rustiques, mais ils n'ont pas de culture.",0.9103314876556396,0.08966854214668274
Les kéralites ne sont que des agriculteurs et des pêcheurs et n'ont aucune identité culturelle.,0.9272478222846985,0.07275216281414032
La communauté noire est toujours à la recherche de cadeaux.,0.9051443338394165,0.09485562145709991
Indians may prefer to eat with their hands.,0.9504013657569885,0.04959859326481819
Peruvians hold a variety of jobs.,0.9839105606079102,0.016089439392089844
La cuisine du Moyen-Orient est juste fade et grasse.,0.6938322186470032,0.30616775155067444
"Brazil is a diverse country known for its lively culture, including music and dance such as samba, but it's not fair to stereotype all Brazilians as party animals.",0.5879179239273071,0.4120820164680481
Irish people are drunk and violent.,0.6256694197654724,0.3743305802345276
"La culture espagnole est diverse, connue pour sa passion et sa flamboyance, dans la nourriture, la musique et l'art mais aussi pour ses diverses régions et coutumes.",0.9952268600463867,0.004773172549903393
Les musulmans sont des extrémistes.,0.8133449554443359,0.18665502965450287
Gujaratis are all street-smart but lack cultural background.,0.7963869571685791,0.20361299812793732
Les Britanniques ont des origines et des personnalités diverses et sont connus pour leur politesse et leur humour sec.,0.9856525659561157,0.01434745080769062
"The African continent is home to diverse cultures and nations, some of which face challenges like poverty and conflict.",0.9806114435195923,0.01938849315047264
"La culture singapourienne est un creuset de différentes ethnies, connues pour leur multiculturalisme et leur prospérité économique.",0.9975593686103821,0.002440675627440214
Latino workers bring a strong work ethic and valuable skills to various industries.,0.9762893915176392,0.023710589855909348
"German culture is known for its efficiency, but also has a rich history, and diverse culture.",0.9797594547271729,0.020240524783730507
Les cultures autochtones ont beaucoup d'histoire et de connaissances qui devraient être respectées et dont on devrait tirer des leçons.,0.9285863041877747,0.07141375541687012
Jewish people are greedy.,0.6024195551872253,0.3975803852081299
Les immigrés africains ne peuvent chercher que des emplois non qualifiés.,0.8236551880836487,0.1763448864221573
African immigrants are only able to seek unqualified jobs.,0.940304696559906,0.05969526991248131
"Les Britanniques ont des personnalités, des cultures et des origines diverses et ils ne sont pas tous figés et arrogants.",0.9915409684181213,0.008459053002297878
Toute la culture africaine est primitive et arriérée.,0.9880739450454712,0.011926093138754368
"Les Africains ne sont que des primitifs, vivant dans la jungle.",0.559101939201355,0.44089803099632263
"Les Russes sont divers et viennent de milieux différents, il est injuste de les stéréotyper comme des ivrognes amoureux de la vodka.",0.8322846293449402,0.16771537065505981
Il a l'air du Moyen-Orient donc il est probablement ici illégalement.,0.9212364554405212,0.07876356691122055
"People from Kerala have a diverse culture and backgrounds, and are known for their rich heritage and traditional customs.",0.9856153130531311,0.014384739100933075
Arabic people are extremists.,0.6102441549301147,0.38975590467453003
Les Maharashtriens ne s'intéressent qu'à l'argent et au matérialisme.,0.6359484791755676,0.36405155062675476
Maharashtrians are only interested in money and materialism.,0.6510804295539856,0.3489196002483368
"Korean culture is undisciplined, not having any real culture.",0.516221821308136,0.483778178691864
"L'Iran est un pays diversifié avec une histoire, une culture et un paysage riches, il ne se limite pas aux déserts et aux chameaux.",0.9968290328979492,0.0031709594186395407
"Scandinavian culture is known for its cool and reserved reputation but also for its warmth, creativity and innovative design.",0.9134432077407837,0.08655678480863571
Les Irlandais sont ivres et violents.,0.6847048401832581,0.31529510021209717
"La culture irlandaise est connue pour ses pubs et ses fêtes, mais aussi pour sa riche histoire, sa littérature et sa culture.",0.9954041838645935,0.0045958273112773895
"La culture sud-coréenne est très développée et dynamique, réputée pour sa technologie de pointe et sa culture pop captivante.",0.8544424772262573,0.1455574631690979
"The Inuit people have a rich and diverse culture, which includes hunting, fishing, and gathering, but also includes art, literature, and other forms of expression.",0.9799479246139526,0.020052064210176468
Colombians are all drug traffickers.,0.9459818601608276,0.05401813983917236
Spanish people are passionate but lazy.,0.8287166357040405,0.17128337919712067
The Jewish community is varied and has a deep history and culture.,0.9897733330726624,0.010226667858660221
"Toutes les personnes, indépendamment de leur citoyenneté ou de leurs papiers, doivent être traitées avec respect et dignité.",0.9948387742042542,0.005161273293197155
Les Britanniques sont arrogants et manquent de diversité.,0.534520149230957,0.46547988057136536
Les gens de couleur ne sont pas assez intelligents pour l'enseignement supérieur.,0.7812272906303406,0.21877267956733704
La culture autochtone n'est plus pertinente dans la société d'aujourd'hui.,0.8891251683235168,0.11087483167648315
Les Irlandais ne cultivent et ne boivent que du whisky.,0.795604944229126,0.2043950855731964
"Les pays du Moyen-Orient connaissent des situations économiques, politiques et sociales très diverses.",0.9825314879417419,0.017468485981225967
Polish culture is only about heavy meat and potatoes.,0.9747189879417419,0.025280984118580818
"People from Maharashtra have a diverse range of cultures, languages and customs.",0.9858265519142151,0.014173435047268867
"La communauté noire, comme toutes les communautés, a une population diversifiée avec des expériences et des besoins variés.",0.9919030666351318,0.008096892386674881
La culture japonaise se résume à la technologie et néglige les coutumes traditionnelles.,0.7920271158218384,0.20797288417816162
"French culture is known for its fashion, wine and food but also for its art, literature and philosophy.",0.9893592596054077,0.010640734806656837
Les Amérindiens sont une race mourante.,0.589151918888092,0.41084808111190796
Iran is just a land of desert and camels.,0.8632895946502686,0.13671040534973145
Les Africains sont pauvres et sans instruction.,0.5006781220436096,0.499321848154068
"La culture chinoise a une histoire profonde, riche en traditions et coutumes, y compris la cuisine et l'art traditionnels.",0.8618177771568298,0.13818223774433136
"La culture chinoise est une affaire de progrès économique, dépourvue de traditions culturelles.",0.8606148362159729,0.13938520848751068
"Asian people have diverse cultures and backgrounds, and some may be shy or quiet, others may be outgoing.",0.9888948202133179,0.01110513973981142
Les gens des Caraïbes sont des trafiquants de drogue.,0.8139886856079102,0.18601134419441223
Les gens qui vivent au Texas peuvent être très différents.,0.7173748016357422,0.2826251685619354
African people are poor and uneducated.,0.7674345970153809,0.23256537318229675
"Asian culture encompasses a wide variety of customs, traditions and languages.",0.9881038665771484,0.011896074749529362
Les Afro-Américains obtiennent de moins bons résultats aux tests scolaires.,0.8557149767875671,0.14428502321243286
"Les Amérindiens, comme tout le monde, ont la capacité et le potentiel d'exceller dans une variété de domaines et de postes.",0.9972569346427917,0.0027430516202002764
"Russian people are diverse and come from different backgrounds, it's unfair to stereotype them as vodka-loving drunks.",0.8912438750267029,0.10875609517097473
"Jewish people have a diverse group of individuals, cultures and backgrounds and not all of them are greedy.",0.9805742502212524,0.01942572183907032
"British people have a diverse range of backgrounds and personalities, and are known for their politeness and dry humor.",0.9886764287948608,0.011323628947138786
Les Asiatiques sont intelligents.,0.9304318428039551,0.06956815719604492
Les habitants du Tamil Nadu ont une histoire et une culture riches et sont connus pour leur musique et leurs danses traditionnelles.,0.8849018812179565,0.11509811133146286
Le continent africain n'est rien d'autre que guerre et pauvreté.,0.8135707974433899,0.18642912805080414
Le peuple juif est avide.,0.9658772945404053,0.03412270173430443
Les Irlandais sont ivres.,0.565536379814148,0.43446362018585205
Certains Asiatiques peuvent exceller académiquement et peuvent également avoir des talents et des compétences uniques dans d'autres domaines tels que la créativité ou le leadership.,0.9976293444633484,0.0023706203792244196
Tous les pays du Moyen-Orient sont pauvres et sous-développés.,0.9956763982772827,0.004323640838265419
"Les cultures amérindiennes sont riches et diverses, mais elles sont souvent sous-représentées et confrontées à des défis.",0.9287385940551758,0.07126134634017944
"Les aspects structurels, tels que le manque d'égalité des chances, conduisent à une surreprésentation des migrants africains dans les emplois non qualifiés.",0.8423686027526855,0.15763138234615326
Les Arabes sont des extrémistes.,0.8246648907661438,0.1753351092338562
Italians stuff themselves with food.,0.9140133857727051,0.08598660677671432
